0.01	0.01	0.48
0.02	0.01	0.52
0.03	0.01	0.56
0.04	0.01	0.57
0.05	0.01	0.59
0.06	0.01	0.58
0.07	0.01	0.60
0.08	0.02	0.64
0.09	0.02	0.63
0.10	0.02	0.64
0.11	0.02	0.66
0.12	0.02	0.67
0.13	0.02	0.66
0.14	0.02	0.66
0.15	0.02	0.67
0.16	0.02	0.69
0.17	0.02	0.70
0.18	0.02	0.67
0.19	0.02	0.67
0.20	0.03	0.70
0.21	0.03	0.71
0.22	0.03	0.71
0.23	0.03	0.73
0.24	0.03	0.73
0.25	0.03	0.70
0.26	0.03	0.73
0.27	0.03	0.75
0.28	0.03	0.72
0.29	0.03	0.73
0.30	0.03	0.76
0.31	0.03	0.75
0.32	0.04	0.73
0.33	0.04	0.73
0.34	0.04	0.76
0.35	0.04	0.77
0.36	0.04	0.77
0.37	0.04	0.75
0.38	0.04	0.76
0.39	0.04	0.77
0.40	0.04	0.76
0.41	0.04	0.77
0.42	0.04	0.78
0.43	0.04	0.78
0.44	0.05	0.79
0.45	0.05	0.78
0.46	0.05	0.79
0.47	0.05	0.81
0.48	0.05	0.79
0.49	0.05	0.78
0.50	0.05	0.79
0.51	0.05	0.80
0.52	0.05	0.82
0.53	0.05	0.82
0.54	0.05	0.81
0.55	0.05	0.80
0.56	0.06	0.79
0.57	0.06	0.80
0.58	0.06	0.82
0.59	0.06	0.83
0.60	0.06	0.83
0.61	0.06	0.82
0.62	0.06	0.83
0.63	0.06	0.83
0.64	0.06	0.83
0.65	0.06	0.82
0.66	0.06	0.80
0.67	0.06	0.81
0.68	0.07	0.80
0.69	0.07	0.78
0.70	0.07	0.77
0.71	0.07	0.76
0.72	0.07	0.75
0.73	0.07	0.77
0.74	0.07	0.78
0.75	0.07	0.78
0.76	0.07	0.79
0.77	0.07	0.78
0.78	0.07	0.76
0.79	0.07	0.77
0.80	0.08	0.77
0.81	0.08	0.78
0.82	0.08	0.77
0.83	0.08	0.76
0.84	0.08	0.78
0.85	0.08	0.76
0.86	0.08	0.76
0.87	0.08	0.76
0.88	0.08	0.74
0.89	0.08	0.74
0.90	0.08	0.76
0.91	0.08	0.75
0.92	0.09	0.72
0.93	0.09	0.72
0.94	0.09	0.73
0.95	0.09	0.73
0.96	0.09	0.74
0.97	0.09	0.73
0.98	0.09	0.73
0.99	0.09	0.72
1.00	0.09	0.73
1.01	0.09	0.73
1.02	0.09	0.73
1.03	0.09	0.74
1.04	0.10	0.72
1.05	0.10	0.71
1.06	0.10	0.73
1.07	0.10	0.73
1.08	0.10	0.72
1.09	0.10	0.73
1.10	0.10	0.74
1.11	0.10	0.73
1.12	0.10	0.72
1.13	0.10	0.71
1.14	0.10	0.71
1.15	0.10	0.74
1.16	0.11	0.73
1.17	0.11	0.74
1.18	0.11	0.72
1.19	0.11	0.72
1.20	0.11	0.73
1.21	0.11	0.71
1.22	0.11	0.74
1.23	0.11	0.75
1.24	0.11	0.74
1.25	0.11	0.74
1.26	0.11	0.73
1.27	0.11	0.71
1.28	0.12	0.69
1.29	0.12	0.71
1.30	0.12	0.72
1.31	0.12	0.70
1.32	0.12	0.70
1.33	0.12	0.70
1.34	0.12	0.71
1.35	0.12	0.74
1.36	0.12	0.73
1.37	0.12	0.71
1.38	0.12	0.74
1.39	0.12	0.73
1.40	0.13	0.72
1.41	0.13	0.72
1.42	0.13	0.75
1.43	0.13	0.72
1.44	0.13	0.71
1.45	0.13	0.75
1.46	0.13	0.74
1.47	0.13	0.76
1.48	0.13	0.77
1.49	0.13	0.77
1.50	0.13	0.74
1.51	0.13	0.75
1.52	0.14	0.75
1.53	0.14	0.74
1.54	0.14	0.76
1.55	0.14	0.74
1.56	0.14	0.74
1.57	0.14	0.75
1.58	0.14	0.74
1.59	0.14	0.72
1.60	0.14	0.75
1.61	0.14	0.74
1.62	0.14	0.73
1.63	0.14	0.81
1.64	0.15	0.76
1.65	0.15	0.72
1.66	0.15	0.75
1.67	0.15	0.75
1.68	0.15	0.75
1.69	0.15	0.76
1.70	0.15	0.75
1.71	0.15	0.74
1.72	0.15	0.74
1.73	0.15	0.73
1.74	0.15	0.71
1.75	0.15	0.72
1.76	0.16	0.74
1.77	0.16	0.73
1.78	0.16	0.72
1.79	0.16	0.72
1.80	0.16	0.73
1.81	0.16	0.73
1.82	0.16	0.72
1.83	0.16	0.76
1.84	0.16	0.73
1.85	0.16	0.71
1.86	0.16	0.74
1.87	0.16	0.74
1.88	0.17	0.75
1.89	0.17	0.73
1.90	0.17	0.75
1.91	0.17	0.74
1.92	0.17	0.71
1.93	0.17	0.72
1.94	0.17	0.72
1.95	0.17	0.71
1.96	0.17	0.72
1.97	0.17	0.73
1.98	0.17	0.71
1.99	0.17	0.70
2.00	0.18	0.69
2.01	0.18	0.70
2.02	0.18	0.72
2.03	0.18	0.73
2.04	0.18	0.71
2.05	0.18	0.70
2.06	0.18	0.71
2.07	0.18	0.68
2.08	0.18	0.69
2.09	0.18	0.72
2.10	0.18	0.70
2.11	0.18	0.71
2.12	0.19	0.71
2.13	0.19	0.70
2.14	0.19	0.72
2.15	0.19	0.72
2.16	0.19	0.72
2.17	0.19	0.71
2.18	0.19	0.71
2.19	0.19	0.70
2.20	0.19	0.71
2.21	0.19	0.71
2.22	0.19	0.71
2.23	0.19	0.71
2.24	0.20	0.70
2.25	0.20	0.72
2.26	0.20	0.72
2.27	0.20	0.72
2.28	0.20	0.73
2.29	0.20	0.73
2.30	0.20	0.73
2.31	0.20	0.73
2.32	0.20	0.74
2.33	0.20	0.74
2.34	0.20	0.75
2.35	0.20	0.77
2.36	0.21	0.76
2.37	0.21	0.79
2.38	0.21	0.79
2.39	0.21	0.80
2.40	0.21	0.80
2.41	0.21	0.82
2.42	0.21	0.86
2.43	0.21	0.85
2.44	0.21	0.86
2.45	0.21	0.87
2.46	0.21	0.86
2.47	0.21	0.88
2.48	0.22	0.91
2.49	0.22	0.91
2.50	0.22	0.93
2.51	0.22	0.94
2.52	0.22	0.94
2.53	0.22	0.94
2.54	0.22	0.96
2.55	0.22	0.97
2.56	0.22	0.97
2.57	0.22	1.00
2.58	0.22	1.03
2.59	0.22	1.00
2.60	0.23	1.01
2.61	0.23	1.03
2.62	0.23	1.04
2.63	0.23	1.05
2.64	0.23	1.06
2.65	0.23	1.08
2.66	0.23	1.08
2.67	0.23	1.08
2.68	0.23	1.10
2.69	0.23	1.11
2.70	0.23	1.11
2.71	0.23	1.12
2.72	0.24	1.14
2.73	0.24	1.16
2.74	0.24	1.16
2.75	0.24	1.17
2.76	0.24	1.18
2.77	0.24	1.19
2.78	0.24	1.19
2.79	0.24	1.21
2.80	0.24	1.22
2.81	0.24	1.22
2.82	0.24	1.24
2.83	0.24	1.26
2.84	0.25	1.26
2.85	0.25	1.26
2.86	0.25	1.27
2.87	0.25	1.29
2.88	0.25	1.29
2.89	0.25	1.32
2.90	0.25	1.32
2.91	0.25	1.32
2.92	0.25	1.34
2.93	0.25	1.36
2.94	0.25	1.38
2.95	0.25	1.41
2.96	0.26	1.41
2.97	0.26	1.40
2.98	0.26	1.41
2.99	0.26	1.42
3.00	0.26	1.45
3.01	0.26	1.47
3.02	0.26	1.47
3.03	0.26	1.50
3.04	0.26	1.53
3.05	0.26	1.52
3.06	0.26	1.54
3.07	0.26	1.56
3.08	0.27	1.56
3.09	0.27	1.58
3.10	0.27	1.62
3.11	0.27	1.63
3.12	0.27	1.62
3.13	0.27	1.65
3.14	0.27	1.67
3.15	0.27	1.67
3.16	0.27	1.66
3.17	0.27	1.66
3.18	0.27	1.65
3.19	0.27	1.65
3.20	0.28	1.66
3.21	0.28	1.66
3.22	0.28	1.65
3.23	0.28	1.63
3.24	0.28	1.63
3.25	0.28	1.64
3.26	0.28	1.63
3.27	0.28	1.62
3.28	0.28	1.62
3.29	0.28	1.63
3.30	0.28	1.61
3.31	0.28	1.63
3.32	0.29	1.63
3.33	0.29	1.62
3.34	0.29	1.63
3.35	0.29	1.66
3.36	0.29	1.65
3.37	0.29	1.67
3.38	0.29	1.72
3.39	0.29	1.73
3.40	0.29	1.73
3.41	0.29	1.74
3.42	0.29	1.77
3.43	0.29	1.78
3.44	0.30	1.78
3.45	0.30	1.80
3.46	0.30	1.81
3.47	0.30	1.83
3.48	0.30	1.85
3.49	0.30	1.85
3.50	0.30	1.86
3.51	0.30	1.88
3.52	0.30	1.90
3.53	0.30	1.91
3.54	0.30	1.92
3.55	0.30	1.95
3.56	0.31	1.96
3.57	0.31	1.98
3.58	0.31	1.97
3.59	0.31	1.98
3.60	0.31	1.99
3.61	0.31	2.00
3.62	0.31	2.03
3.63	0.31	2.05
3.64	0.31	2.05
3.65	0.31	2.05
3.66	0.31	2.08
3.67	0.31	2.10
3.68	0.32	2.11
3.69	0.32	2.14
3.70	0.32	2.15
3.71	0.32	2.18
3.72	0.32	2.20
3.73	0.32	2.22
3.74	0.32	2.26
3.75	0.32	2.30
3.76	0.32	2.32
3.77	0.32	2.33
3.78	0.32	2.37
3.79	0.32	2.37
3.80	0.33	2.39
3.81	0.33	2.42
3.82	0.33	2.46
3.83	0.33	2.53
3.84	0.33	2.55
3.85	0.33	2.56
3.86	0.33	2.58
3.87	0.33	2.61
3.88	0.33	2.63
3.89	0.33	2.66
3.90	0.33	2.71
3.91	0.33	2.72
3.92	0.34	2.75
3.93	0.34	2.79
3.94	0.34	2.83
3.95	0.34	2.85
3.96	0.34	2.87
3.97	0.34	2.90
3.98	0.34	2.93
3.99	0.34	2.99
