0.01	0.01	0.17
0.02	0.01	0.19
0.03	0.01	0.21
0.04	0.01	0.24
0.05	0.01	0.24
0.06	0.01	0.24
0.07	0.01	0.26
0.08	0.02	0.30
0.09	0.02	0.31
0.10	0.02	0.33
0.11	0.02	0.37
0.12	0.02	0.34
0.13	0.02	0.34
0.14	0.02	0.37
0.15	0.02	0.37
0.16	0.02	0.40
0.17	0.02	0.44
0.18	0.02	0.45
0.19	0.02	0.48
0.20	0.03	0.50
0.21	0.03	0.54
0.22	0.03	0.57
0.23	0.03	0.60
0.24	0.03	0.61
0.25	0.03	0.64
0.26	0.03	0.64
0.27	0.03	0.65
0.28	0.03	0.66
0.29	0.03	0.68
0.30	0.03	0.70
0.31	0.03	0.70
0.32	0.04	0.73
0.33	0.04	0.75
0.34	0.04	0.76
0.35	0.04	0.77
0.36	0.04	0.79
0.37	0.04	0.80
0.38	0.04	0.81
0.39	0.04	0.83
0.40	0.04	0.84
0.41	0.04	0.84
0.42	0.04	0.86
0.43	0.04	0.87
0.44	0.05	0.90
0.45	0.05	0.92
0.46	0.05	0.92
0.47	0.05	0.93
0.48	0.05	0.97
0.49	0.05	1.00
0.50	0.05	1.01
0.51	0.05	1.04
0.52	0.05	1.06
0.53	0.05	1.08
0.54	0.05	1.10
0.55	0.05	1.12
0.56	0.06	1.13
0.57	0.06	1.14
0.58	0.06	1.17
0.59	0.06	1.18
0.60	0.06	1.22
0.61	0.06	1.24
0.62	0.06	1.24
0.63	0.06	1.26
0.64	0.06	1.27
0.65	0.06	1.31
0.66	0.06	1.31
0.67	0.06	1.31
0.68	0.07	1.34
0.69	0.07	1.36
0.70	0.07	1.38
0.71	0.07	1.41
0.72	0.07	1.43
0.73	0.07	1.43
0.74	0.07	1.46
0.75	0.07	1.46
0.76	0.07	1.45
0.77	0.07	1.48
0.78	0.07	1.51
0.79	0.07	1.55
0.80	0.08	1.56
0.81	0.08	1.57
0.82	0.08	1.62
0.83	0.08	1.64
0.84	0.08	1.69
0.85	0.08	1.70
0.86	0.08	1.71
0.87	0.08	1.78
0.88	0.08	1.81
0.89	0.08	1.84
0.90	0.08	1.88
0.91	0.08	1.92
0.92	0.09	1.94
0.93	0.09	1.97
0.94	0.09	2.01
0.95	0.09	2.03
0.96	0.09	2.07
0.97	0.09	2.11
0.98	0.09	2.12
0.99	0.09	2.15
1.00	0.09	2.18
1.01	0.09	2.19
1.02	0.09	2.23
1.03	0.09	2.29
1.04	0.10	2.35
1.05	0.10	2.38
1.06	0.10	2.39
1.07	0.10	2.45
1.08	0.10	2.47
1.09	0.10	2.52
1.10	0.10	2.58
1.11	0.10	2.60
1.12	0.10	2.65
1.13	0.10	2.70
1.14	0.10	2.74
1.15	0.10	2.80
1.16	0.11	2.83
1.17	0.11	2.87
1.18	0.11	2.93
1.19	0.11	2.98
1.20	0.11	3.02
1.21	0.11	3.10
1.22	0.11	3.17
1.23	0.11	3.21
1.24	0.11	3.25
1.25	0.11	3.28
1.26	0.11	3.36
1.27	0.11	3.42
1.28	0.12	3.46
1.29	0.12	3.54
1.30	0.12	3.59
1.31	0.12	3.64
1.32	0.12	3.68
1.33	0.12	3.75
1.34	0.12	3.83
1.35	0.12	3.89
1.36	0.12	3.93
1.37	0.12	4.01
1.38	0.12	4.08
1.39	0.12	4.15
1.40	0.13	4.22
1.41	0.13	4.28
1.42	0.13	4.34
1.43	0.13	4.38
1.44	0.13	4.44
1.45	0.13	4.50
1.46	0.13	4.58
1.47	0.13	4.64
1.48	0.13	4.69
1.49	0.13	4.76
1.50	0.13	4.85
1.51	0.13	4.92
1.52	0.14	4.98
1.53	0.14	5.07
1.54	0.14	5.14
1.55	0.14	5.17
1.56	0.14	5.20
1.57	0.14	5.27
1.58	0.14	5.34
1.59	0.14	5.38
1.60	0.14	5.43
1.61	0.14	5.48
1.62	0.14	5.56
1.63	0.14	5.63
1.64	0.15	5.69
1.65	0.15	5.76
1.66	0.15	5.83
1.67	0.15	5.89
1.68	0.15	5.93
1.69	0.15	5.98
1.70	0.15	6.00
1.71	0.15	6.03
1.72	0.15	6.10
1.73	0.15	6.14
1.74	0.15	6.18
1.75	0.15	6.24
1.76	0.16	6.31
1.77	0.16	6.39
1.78	0.16	6.45
1.79	0.16	6.53
1.80	0.16	6.62
1.81	0.16	6.69
1.82	0.16	6.74
1.83	0.16	6.79
1.84	0.16	6.83
1.85	0.16	6.85
1.86	0.16	6.89
1.87	0.16	6.93
1.88	0.17	6.95
1.89	0.17	6.97
1.90	0.17	7.03
1.91	0.17	7.07
1.92	0.17	7.15
